"Тип записи";"0_Код";"0_Признак закрытого ЛПУ";"0_Причина закрытия";"0_Дата закрытия";"0_Дата повторного открытия после закрытия";"0_Полное наименование согласно документам";"1_Название";"1_Краткое наименование";"1_Административный округ по территориальной принадлежности";"1_Ведомственность";"1_Главное ЛПУ";"1_Адрес  гл организации";"1_Адресная строка";"1_Индекс";"1_Область";"""1_слово """"Область""""""";"1_Район";"""1_слово """"Район""""""";"1_тип населенного пункта";"1_Населенный пункт";"1_Название улицы";"1_Тип улицы";"1_Дом";"""1_""""буква"""" дома""";"1_корпус";"1_строение";"0_Идентификатор в адресном реестре";"1_код общего телефона";"1_факс";"1_Дополнительная информация";"1_Тип аптеки";"1_специализация";"1_Льготное лекарственное обеспечение";"1_Обеспечение рецептов";"0_GUID";"1_Руководитель";"0_Пол руководителя";"1_Должность руководителя";"1_телефон руководителя";"1_Дни, по которым выполняется данное расписание";"1_Часы работы";"1_Дни, по которым выполняется данное расписание";"1_выходные дни";"1_платные услуги";"1_бесплатные услуги";"1_Коечный фонд";"1_Отделения";"1_Койкофонд";"1_Смены заездов в санатории";"1_Койкофонд";"1_Уровень стационара"
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"111539, г. Москва, ул. Новокосинская, д. 32А, стр. 1";111539;"Москва";"область";;;"Город";"Москва";"Новокосинская";"улица";32;"А";;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"111024, г. Москва, ул. Авиамоторная, д. 20/17";111024;"Москва";"область";;;"Город";"Москва";"Авиамоторная";"улица";"20/17";;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"125481, г. Москва, ул. Фомичевой, д. 1";125481;"Москва";"область";;;"Город";"Москва";"Фомичевой";"улица";1;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"103051, г. Москва, Большой Сухаревский пер., д. 23\25, стр. 2";103051;"Москва";"область";;;"Город";"Москва";"Большой Сухаревский";"переулок";"23\25";;;2;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"117519, г. Москва, ул. Красного Маяка, д. 6";117519;"Москва";"область";;;"Город";"Москва";"Красного Маяка";"улица";6;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"105043, г. Москва, ул. 7-я Парковая, д. 30/24";105043;"Москва";"область";;;"Город";"Москва";"7-я Парковая";"улица";"30/24";;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"101000, г. Москва, ул. Покровка, д. 1/13, стр. 1";101000;"Москва";"область";;;"Город";"Москва";"Покровка";"улица";"1/13";;;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"109544, г. Москва, ул. Рогожский Вал, д. 5, стр. 9";109544;"Москва";"область";;;"Город";"Москва";"Рогожский";"вал";5;;;9;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"121596, г. Москва, ул. Толбухина, д. 9, корп. 1";121596;"Москва";"область";;;"Город";"Москва";"Толбухина";"улица";9;;1;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"115054, г. Москва, ул. Валовая, д. 2-4/44, стр. 1";115054;"Москва";"область";;;"Город";"Москва";"Валовая";"улица";"24/44";;;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"111555, г. Москва, ул. Молостовых, д. 9 Г";111555;"Москва";"область";;;"Город";"Москва";"Молостовых";"улица";9;"Г";;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"125284, г. Москва, Ленинградский проспект, д. 33, корп. 3";125284;"Москва";"область";;;"Город";"Москва";"Ленинградский";"проспект";33;;3;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"107113, г. Москва, Сокольническая площадь, д. 4";107113;"Москва";"область";;;"Город";"Москва";"Сокольническая";"площадь";4;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"129626, г. Москва, проспект Мира, д. 114-б";129626;"Москва";"область";;;"Город";"Москва";"Мира";"проспект";114;"Б";;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"117292, г. Москва, ул. Профсоюзная, д. 26\44";117292;"Москва";"область";;;"Город";"Москва";"Профсоюзная";"улица";"26\44";;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"117042, г. Москва, ул. Веневская, д. 4";117042;"Москва";"область";;;"Город";"Москва";"Веневская";"улица";4;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"123056, г. Москва, ул. Брестская 2-я, д. 43";123056;"Москва";"область";;;"Город";"Москва";"Брестская 2-я";"улица";43;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"123022, г. Москва, Пресненский Вал, д. 3, стр. 1";123022;"Москва";"область";;;"Город";"Москва";"Пресненский";"вал";3;;;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"107023, г. Москва, ул. Большая Семеновская, д. 16";107023;"Москва";"область";;;"Город";"Москва";"Большая Семеновская";"улица";16;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"125009, г. Москва, ул. Тверская, д. 9";125009;"Москва";"область";;;"Город";"Москва";"Тверская";"улица";9;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"119454, г. Москва, ул. Ленинградский проспект, д. 60, корп. 1";119454;"Москва";"область";;;"Город";"Москва";"Ленинградский";"проспект";60;;1;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"123022, г. Москва, Звенигородское ш., д. 3 А, стр. 1";123022;"Москва";"область";;;"Город";"Москва";"Звенигородское";"шоссе";3;"А";;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"121614, г. Москва, Осенний бульвар, д. 18, корп. 1";121614;"Москва";"область";;;"Город";"Москва";"Осенний";"бульвар";18;;1;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"127083, г. Москва, ул. Мишина, д. 38-40";127083;"Москва";"область";;;"Город";"Москва";"Мишина";"улица";3840;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"109004, г. Москва, ул. Таганская, д. 1/2, стр. 2";109004;"Москва";"область";;;"Город";"Москва";"Таганская";"улица";"1/2";;;2;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"125057, г. Москва, Ленинградский проспект, д. 75, корп. 1";125057;"Москва";"область";;;"Город";"Москва";"Ленинградский";"проспект";75;;1;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"125009, г. Москва, Брюсов пер., д. 2/14, стр. 6";125009;"Москва";"область";;;"Город";"Москва";"Брюсов";"переулок";"2/14";;;6;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"119021, г. Москва, Зубовский бульвар, д. 17, стр. 1";119021;"Москва";"область";;;"Город";"Москва";"Зубовский";"бульвар";17;;;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Аптеки 36,6""";;;;"ЗАО ""Аптеки 36,6""";;"107076, г. Москва, 1-я ул. Бухвостова, д. 12\11, корп. 13";107076;"Москва";"область";;;"Город";"Москва";"1-я Бухвостова";"улица";"12/11";;13;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Первая помощь""";;;;"ЗАО ""Первая помощь""";;"101000, г. Москва, ул.Покровка, д.4, стр.1";101000;"Москва";"область";;;"Город";"Москва";"Покровка";"улица";4;;;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Первая помощь""";;;;"ЗАО ""Первая помощь""";;"109559, г. Москвы, ул.Совхозня, д.16";109559;"Москва";"область";;;"Город";"Москва";"Совхозня";"улица";16;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Первая помощь""";;;;"ЗАО ""Первая помощь""";;"109388, г. Москва, ул.Шоссейная, д.34, стр.1";109388;"Москва";"область";;;"Город";"Москва";"Шоссейная";"улица";34;;;1;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Первая помощь""";;;;"ЗАО ""Первая помощь""";;"125422, г. Москва, ул.Костякова, д.7/7";125422;"Москва";"область";;;"Город";"Москва";"Костякова";"улица";"7/7";;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
"Аптеки_коммерческие";;;;;;;"ЗАО ""Первая помощь""";;;;"ЗАО ""Первая помощь""";;"129343, г. Москва, ул.Амудсена, д.19";129343;"Москва";"область";;;"Город";"Москва";"Амудсена";"улица";19;;;;;;;;"Аптека готовых лекарственных форм";;;;;;;;;;;;;;;;;;;;
